Q (g/s),Hs (m),U_1m  (m/s),Ustar (m/s),HeatFlux (W/m2),Zmix (m),T (C),Wstar (m/s),L (m),stable,category_A,category_B,category_C,category_D,category_E,category_F,X,Y,Conc_MG
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,49.513403437078516,6.958655048003272,2.041392685158225
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,49.2403876506104,8.682408883346517,3.173186268412274
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,48.907380036690284,10.395584540887967,3.787460474518415
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,48.514786313799824,12.096094779983387,4.4031205211758175
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,48.063084796915945,13.781867790849958,4.568201724066995
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,47.552825814757675,15.450849718747369,4.706717782336758
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,46.98463103929542,17.101007166283434,4.804820678721162
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,46.35919272833937,18.7303296707956,4.825426117767823
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,45.67727288213004,20.33683215379001,4.8904210188009145
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,44.93970231495835,21.91855733945387,4.949877704036875
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,44.14737964294635,23.473578139294542,5.143014800254095
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,43.30127018922194,24.999999999999996,5.075546961392531
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,42.4024048078213,26.495963211660246,5.127104798364807
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,41.45187862775209,27.959645173537346,5.012837224705172
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,40.45084971874737,29.389262614623657,4.924279286061882
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,39.40053768033609,30.783073766282914,5.02938377768521
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,38.302222155948904,32.13938048432696,5.02530586526477
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,37.157241273869715,33.456530317942914,5.012837224705172
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,35.96699001693256,34.73291852294986,4.980911937776844
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,34.73291852294986,35.96699001693256,4.944975908412048
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,33.456530317942914,37.157241273869715,5.089905111439398
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,32.13938048432697,38.302222155948904,5.037426497940624
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,30.783073766282914,39.4005376803361,4.951337518795918
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,29.389262614623657,40.45084971874737,4.968015713993641
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,27.95964517353734,41.45187862775209,5.060697840353612
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,26.495963211660246,42.402404807821306,5.086359830674748
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,25.000000000000007,43.30127018922193,5.071882007306125
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,23.473578139294542,44.14737964294634,5.02530586526477
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,21.918557339453873,44.93970231495835,5.056904851336473
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,20.33683215379001,45.67727288213004,5.033423755486949
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,18.730329670795598,46.35919272833937,4.944975908412048
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,17.10100716628344,46.984631039295415,4.848189116991398
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,15.450849718747373,47.552825814757675,4.90633504180509
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,13.781867790849958,48.063084796915945,4.997823080745725
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,12.096094779983384,48.514786313799824,5.049218022670182
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,10.395584540887972,48.90738003669028,5.089905111439398
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,8.68240888334652,49.2403876506104,5.146128035678238
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,6.958655048003274,49.513403437078516,5.079181246047625
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,5.226423163382673,49.72609476841367,5.093421685162235
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,3.487823687206262,49.87820251299121,5.08278537031645
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,1.744974835125054,49.969541350954785,5.096910013008056
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,3.061616997868383e-15,50.0,4.977723605288848
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-1.7449748351250478,49.969541350954785,4.782472624166286
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-3.4878236872062667,49.87820251299121,4.782472624166286
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-5.226423163382678,49.72609476841367,4.613841821876069
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-6.958655048003267,49.513403437078516,4.540329474790874
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-8.682408883346515,49.2403876506104,4.301029995663981
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-10.395584540887967,48.907380036690284,4.107209969647869
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-12.096094779983389,48.514786313799824,3.864511081058392
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-13.781867790849953,48.063084796915945,3.6503075231319366
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-15.450849718747367,47.55282581475768,3.4927603890268375
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-17.101007166283434,46.98463103929542,2.2671717284030137
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,99.02680687415703,13.917310096006544,2.2041199826559246
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,98.4807753012208,17.364817766693033,2.845098040014257
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,97.81476007338057,20.791169081775934,2.9030899869919438
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,97.02957262759965,24.192189559966774,2.8836614351536176
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,96.12616959383189,27.563735581699916,3.342422680822206
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,95.10565162951535,30.901699437494738,3.3364597338485296
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,93.96926207859084,34.20201433256687,3.7937903846908188
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,92.71838545667875,37.4606593415912,4.064457989226918
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,91.35454576426008,40.67366430758002,3.984077033902831
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,89.8794046299167,43.83711467890774,3.957607287060095
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,88.2947592858927,46.947156278589084,4.155336037465061
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,86.60254037844388,49.99999999999999,4.064457989226918
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,84.8048096156426,52.99192642332049,4.271841606536499
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,82.90375725550417,55.91929034707469,4.290034611362518
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,80.90169943749474,58.778525229247315,4.342422680822207
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,78.80107536067219,61.56614753256583,4.408239965311849
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,76.60444431189781,64.27876096865393,4.376576957056512
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,74.31448254773943,66.91306063588583,4.352182518111363
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,71.93398003386513,69.46583704589972,4.049218022670182
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,69.46583704589972,71.93398003386513,4.037426497940624
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,66.91306063588583,74.31448254773943,4.1702617153949575
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,64.27876096865394,76.60444431189781,4.1673173347481764
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,61.56614753256583,78.8010753606722,4.161368002234975
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,58.778525229247315,80.90169943749474,4.152288344383057
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,55.91929034707468,82.90375725550417,4.1303337684950066
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,52.99192642332049,84.80480961564261,4.230448921378274
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,50.000000000000014,86.60254037844386,4.133538908370218
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,46.947156278589084,88.29475928589268,4.173186268412274
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,43.837114678907746,89.8794046299167,4.281033367247727
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,40.67366430758002,91.35454576426008,4.264817823009537
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,37.460659341591196,92.71838545667875,4.232996110392154
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,34.20201433256688,93.96926207859083,4.238046103128795
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,30.901699437494745,95.10565162951535,4.260071387985075
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,27.563735581699916,96.12616959383189,4.305351369446623
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,24.192189559966767,97.02957262759965,4.4048337166199385
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,20.791169081775944,97.81476007338055,4.296665190261531
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,17.36481776669304,98.4807753012208,4.380211241711606
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,13.917310096006547,99.02680687415703,4.336459733848529
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,10.452846326765346,99.45218953682733,4.38738982633873
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,6.975647374412524,99.75640502598242,4.285557309007774
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,3.489949670250108,99.93908270190957,4.243038048686294
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,6.123233995736766e-15,100.0,4.064457989226918
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-3.4899496702500956,99.93908270190957,3.9036325160842376
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-6.975647374412533,99.75640502598242,3.8686444383948255
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-10.452846326765355,99.45218953682733,3.9253120914996495
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-13.917310096006535,99.02680687415703,3.7168377232995247
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-17.36481776669303,98.4807753012208,3.164352855784437
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-20.791169081775934,97.81476007338057,2.361727836017593
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-24.192189559966778,97.02957262759965,2.537819095073274
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-27.563735581699905,96.12616959383189,2.0
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,190.2113032590307,61.803398874989476,2.1903316981702914
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,187.9385241571817,68.40402866513374,2.8779469516291885
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,185.4367709133575,74.9213186831824,2.829303772831025
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,182.70909152852016,81.34732861516004,2.720159303405957
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,179.7588092598334,87.67422935781548,2.6580113966571126
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,176.5895185717854,93.89431255717817,2.963787827345555
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,173.20508075688775,99.99999999999999,3.1072099696478683
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,169.6096192312852,105.98385284664099,2.9978230807457256
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,165.80751451100835,111.83858069414939,3.271841606536499
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,161.80339887498948,117.55705045849463,3.247973266361807
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,157.60215072134437,123.13229506513166,3.582063362911709
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,153.20888862379562,128.55752193730785,3.6414741105040997
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,148.62896509547886,133.82612127177165,3.6283889300503116
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,143.86796006773025,138.93167409179944,3.3138672203691533
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,138.93167409179944,143.86796006773025,3.287801729930226
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,133.82612127177165,148.62896509547886,3.0718820073061255
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,128.55752193730788,153.20888862379562,3.089905111439398
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,123.13229506513166,157.6021507213444,2.9867717342662448
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,117.55705045849463,161.80339887498948,2.9978230807457256
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,111.83858069414936,165.80751451100835,3.230448921378274
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,105.98385284664099,169.60961923128522,3.298853076409707
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,100.00000000000003,173.20508075688772,3.342422680822206
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,93.89431255717817,176.58951857178536,3.399673721481038
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,87.67422935781549,179.7588092598334,3.311753861055754
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,81.34732861516004,182.70909152852016,3.1958996524092336
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,74.92131868318239,185.4367709133575,3.3710678622717363
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,68.40402866513377,187.93852415718166,3.4456042032735974
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,61.80339887498949,190.2113032590307,3.5514499979728753
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,55.12747116339983,192.25233918766378,3.569373909615046
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,48.384379119933534,194.0591452551993,3.598790506763115
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,41.58233816355189,195.6295201467611,3.61066016308988
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,34.72963553338608,196.9615506024416,3.60959440922522
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,27.834620192013094,198.05361374831406,3.5237464668115646
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,20.905692653530693,198.90437907365467,3.558708570533166
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,13.951294748825047,199.51281005196483,3.326335860928751
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,6.979899340500216,199.87816540381914,3.2380461031287955
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,1.2246467991473532e-14,200.0,3.1931245983544616
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-6.979899340500191,199.87816540381914,2.975431808509263
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-13.951294748825067,199.51281005196483,2.7958800173440754
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-20.90569265353071,198.90437907365467,2.3324384599156054
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,-27.83462019201307,198.05361374831406,1.845098040014257
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,375.8770483143634,136.80805733026747,1.4771212547196624
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,370.873541826715,149.8426373663648,1.1760912590556813
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,365.4181830570403,162.69465723032008,1.6532125137753437
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,359.5176185196668,175.34845871563095,1.845098040014257
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,353.1790371435708,187.78862511435634,2.406540180433955
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,346.4101615137755,199.99999999999997,2.146128035678238
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,339.2192384625704,211.96770569328197,2.4313637641589874
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,331.6150290220167,223.67716138829877,2.469822015978163
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,323.60679774997897,235.11410091698926,2.2041199826559246
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,315.20430144268875,246.26459013026331,1.954242509439325
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,306.41777724759123,257.1150438746157,2.113943352306837
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,297.2579301909577,267.6522425435433,2.3521825181113627
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,287.7359201354605,277.8633481835989,2.5854607295085006
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,277.8633481835989,287.7359201354605,2.6127838567197355
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,267.6522425435433,297.2579301909577,2.4913616938342726
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,257.11504387461576,306.41777724759123,2.469822015978163
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,246.26459013026331,315.2043014426888,1.954242509439325
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,235.11410091698926,323.60679774997897,1.954242509439325
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,223.6771613882987,331.6150290220167,2.6232492903979003
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,211.96770569328197,339.21923846257044,2.716003343634799
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,200.00000000000006,346.41016151377545,2.7075701760979363
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,187.78862511435634,353.1790371435707,2.694605198933569
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,175.34845871563098,359.5176185196668,2.8603380065709936
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,162.69465723032008,365.4181830570403,3.0492180226701815
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,149.84263736636478,370.873541826715,2.951823035315912
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,136.80805733026753,375.8770483143633,3.0086001717619175
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,123.60679774997898,380.4226065180614,2.6127838567197355
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,110.25494232679966,384.50467837532756,2.8228216453031045
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,96.76875823986707,388.1182905103986,2.785329835010767
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,83.16467632710378,391.2590402935222,2.8129133566428557
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,69.45927106677216,393.9231012048832,2.662757831681574
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,55.66924038402619,396.1072274966281,2.531478917042255
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,41.811385307061386,397.80875814730933,2.406540180433955
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,27.902589497650094,399.02562010392967,1.7781512503836436
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,712.8052193506943,363.1923997916374,1.7403626894942439
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,706.3580742871416,375.57725022871267,1.3010299956639813
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,699.6957657115166,387.84769619706964,1.1760912590556813
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,692.820323027551,399.99999999999994,1.8129133566428555
