Q (g/s),Hs (m),U_1m  (m/s),Ustar (m/s),HeatFlux (W/m2),Zmix (m),T (C),Wstar (m/s),L (m),stable,category_A,category_B,category_C,category_D,category_E,category_F,X,Y,Conc_MG
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-162.6946572303201,365.4181830570403,3.5211380837040362
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-175.348458715631,359.51761851966677,3.3944516808262164
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-187.78862511435636,353.1790371435707,3.3521825181113627
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-199.99999999999991,346.4101615137755,3.164352855784437
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-211.9677056932819,339.21923846257044,3.1760912590556813
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-223.67716138829869,331.6150290220167,3.037426497940624
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-235.1141009169892,323.60679774997897,2.8095597146352675
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-246.26459013026331,315.2043014426888,2.5563025007672873
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-257.11504387461576,306.41777724759123,2.2430380486862944
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-267.6522425435433,297.2579301909577,1.8750612633917
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,27.919597362000864,799.5126616152766,1.845098040014257
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,13.961925149826879,799.878156125113,2.161368002234975
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,4.898587196589413e-14,800.0,2.2041199826559246
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-13.961925149826781,799.878156125113,2.0969100130080562
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-27.919597362000765,799.5126616152766,1.8129133566428555
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-41.868764994355075,798.9036278036591,1.8750612633917
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-55.80517899530027,798.0512402078593,2.041392685158225
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-69.72459419812658,796.9557584733965,2.060697840353612
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-83.62277061412284,795.6175162946187,1.9030899869919435
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-97.4954747241179,794.0369213130576,1.9777236052888478
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-111.33848076805228,792.2144549932563,2.060697840353612
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-125.14757203218466,790.1506724761102,1.9294189257142926
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-138.91854213354424,787.8462024097664,2.1903316981702914
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-152.64719630123585,785.3017467581312,2.2430380486862944
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-166.32935265420747,782.5180805870446,2.4313637641589874
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-179.96084347509202,779.4960518281882,2.439332693830263
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-193.53751647973422,776.2365810207972,2.6180480967120925
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-207.05523608201668,772.7406610312546,2.7283537820212285
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-220.50988465359924,769.0093567506551,2.711807229041191
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-233.89736377818932,765.0438047704284,2.7363965022766426
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-247.21359549995788,760.8452130361229,2.720159303405957
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-260.4545235657253,756.4148604794535,2.7671558660821804
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-273.61611466053495,751.7540966287268,2.7958800173440754
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-286.6943596362402,746.8643411977614,2.7283537820212285
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-299.6852747327297,741.74708365343,2.667452952889954
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-312.58490279141904,736.4038827619522,2.720159303405957
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-325.3893144606402,730.8363661140806,2.7596678446896306
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-338.09460939255945,725.04622962932,2.7442929831226763
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-350.696917431262,719.0352370393335,2.6580113966571126
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-363.1923997916374,712.8052193506943,2.7283537820212285
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-375.5772502287127,706.3580742871414,2.6483600109809315
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-387.8476961970696,699.6957657115166,2.505149978319906
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-399.99999999999983,692.820323027551,2.4771212547196626
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-412.0304599280434,685.7338405616898,2.4771212547196626
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-423.9354113865638,678.4384769251409,2.3521825181113627
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-435.71122801202165,670.9364543563393,2.3324384599156054
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-447.35432277659737,663.2300580440334,2.311753861055754
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-458.8611490808369,655.3216354311934,2.130333768495006
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-470.2282018339784,647.2135954999579,1.8129133566428555
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-481.4520185216387,638.9084080378342,1.5440680443502757
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-492.52918026052663,630.4086028853776,1.5440680443502757
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-503.45631283986984,621.7167691655768,1.5440680443502757
102.0,0.46,6.03,0.4819,270.34,553.0,24.0,1.61,-37.23,0,0,0,1,0,0,0,-514.2300877492315,612.8355544951825,1.4771212547196624
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-3.4878236872062667,49.87820251299121,1.7781512503836436
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-5.226423163382678,49.72609476841367,2.7634279935629373
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-6.958655048003267,49.513403437078516,3.505149978319906
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-8.682408883346515,49.2403876506104,4.152288344383057
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-10.395584540887967,48.907380036690284,4.283301228703549
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-12.096094779983389,48.514786313799824,4.232996110392154
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-13.781867790849953,48.063084796915945,4.357934847000454
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-15.450849718747367,47.55282581475768,4.4048337166199385
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-17.101007166283434,46.98463103929542,4.658011396657113
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-18.730329670795605,46.35919272833937,4.819543935541868
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-20.336832153790013,45.67727288213004,4.946943270697825
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-21.918557339453876,44.939702314958346,5.049218022670182
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-23.473578139294546,44.14737964294634,5.133538908370218
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-24.99999999999999,43.30127018922194,5.193124598354461
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-26.49596321166024,42.402404807821306,5.201397124320452
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-27.959645173537336,41.45187862775209,5.217483944213907
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-29.38926261462365,40.45084971874737,5.303196057420489
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-30.783073766282914,39.4005376803361,5.363611979892144
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-32.13938048432697,38.302222155948904,5.385606273598312
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-33.456530317942914,37.157241273869715,5.3747483460101035
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-34.732918522949866,35.966990016932556,5.3560258571931225
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-35.96699001693256,34.73291852294986,5.209515014542631
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-37.15724127386971,33.45653031794292,5.02938377768521
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-38.3022221559489,32.13938048432697,4.86391737695786
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-39.40053768033609,30.78307376628292,4.626340367375042
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-40.450849718747364,29.38926261462366,4.431363764158987
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-41.45187862775208,27.959645173537346,4.394451680826216
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-42.4024048078213,26.495963211660246,3.983175072037813
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-43.30127018922194,24.999999999999996,3.635483746814912
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-44.14737964294635,23.473578139294535,3.537819095073274
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-44.93970231495835,21.918557339453866,3.385606273598312
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-45.67727288213004,20.33683215379002,2.8976270912904414
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-46.359192728339366,18.730329670795612,2.537819095073274
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-46.984631039295415,17.101007166283445,1.6989700043360187
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-17.36481776669303,98.4807753012208,1.8750612633917
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-20.791169081775934,97.81476007338057,2.6532125137753435
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-24.192189559966778,97.02957262759965,3.3010299956639813
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-27.563735581699905,96.12616959383189,3.6263403673750423
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-30.901699437494734,95.10565162951536,3.876217840591642
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-34.20201433256687,93.96926207859084,3.9876662649262746
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-37.46065934159121,92.71838545667875,4.201397124320452
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-40.673664307580026,91.35454576426008,4.409933123331294
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-43.83711467890775,89.87940462991669,4.489958479424835
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-46.94715627858909,88.29475928589268,4.514547752660286
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-49.99999999999998,86.60254037844388,4.631443769013172
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-52.99192642332048,84.80480961564261,4.663700925389648
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-55.91929034707467,82.90375725550417,4.631443769013172
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-58.7785252292473,80.90169943749474,4.672097857935717
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-61.56614753256583,78.8010753606722,4.70926996097583
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-64.27876096865394,76.60444431189781,4.810904280668701
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-66.91306063588583,74.31448254773943,4.886490725172482
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-69.46583704589973,71.93398003386511,4.860338006570994
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-71.93398003386513,69.46583704589972,4.7419390777291985
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-74.31448254773942,66.91306063588584,4.501059262217751
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-76.6044443118978,64.27876096865394,4.301029995663981
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-78.80107536067219,61.56614753256584,4.004321373782642
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-80.90169943749473,58.77852522924732,3.725094521081469
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-82.90375725550416,55.91929034707469,3.0791812460476247
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-84.8048096156426,52.99192642332049,2.255272505103306
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-86.60254037844388,49.99999999999999,2.1760912590556813
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-88.2947592858927,46.94715627858907,1.6989700043360187
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-41.58233816355187,195.62952014676114,1.3979400086720377
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-48.384379119933556,194.0591452551993,2.146128035678238
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-55.12747116339981,192.25233918766378,2.4149733479708178
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-61.80339887498947,190.21130325903073,2.568201724066995
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-68.40402866513374,187.9385241571817,3.290034611362518
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-74.92131868318242,185.4367709133575,3.537819095073274
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-81.34732861516005,182.70909152852016,3.677606952720493
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-87.6742293578155,179.75880925983338,3.8524799936368566
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-93.89431255717818,176.58951857178536,3.931966114728173
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-99.99999999999996,173.20508075688775,3.9020028913507296
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-105.98385284664096,169.60961923128522,3.8727388274726686
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-117.5570504584946,161.80339887498948,3.8785217955012063
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-123.13229506513166,157.6021507213444,3.9894498176666917
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-128.55752193730788,153.20888862379562,4.155336037465061
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-133.82612127177165,148.62896509547886,4.26245108973043
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-138.93167409179947,143.86796006773022,4.176091259055681
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-143.86796006773025,138.93167409179944,4.155336037465061
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-148.62896509547883,133.82612127177168,3.885926339801431
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-153.2088886237956,128.55752193730788,3.537819095073274
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-157.60215072134437,123.13229506513169,3.2095150145426308
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-161.80339887498945,117.55705045849464,2.832508912706236
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-165.80751451100832,111.83858069414939,1.7403626894942439
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-110.25494232679962,384.50467837532756,1.1760912590556813
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-123.60679774997894,380.42260651806146,1.6989700043360187
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-136.80805733026747,375.8770483143634,1.6020599913279623
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-149.84263736636484,370.873541826715,2.278753600952829
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-162.6946572303201,365.4181830570403,3.0492180226701815
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-175.348458715631,359.51761851966677,3.287801729930226
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-187.78862511435636,353.1790371435707,3.2833012287035497
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-199.99999999999991,346.4101615137755,3.2095150145426308
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-211.9677056932819,339.21923846257044,3.1367205671564067
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-223.67716138829869,331.6150290220167,3.2174839442139063
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-235.1141009169892,323.60679774997897,3.27415784926368
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-246.26459013026331,315.2043014426888,3.361727836017593
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-257.11504387461576,306.41777724759123,3.326335860928751
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-267.6522425435433,297.2579301909577,3.437750562820388
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-277.86334818359893,287.73592013546045,3.5599066250361124
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-287.7359201354605,277.8633481835989,3.583198773968623
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-297.25793019095767,267.65224254354337,3.3909351071033793
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-306.4177772475912,257.11504387461576,3.0170333392987803
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-315.20430144268875,246.26459013026337,2.574031267727719
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-323.6067977499789,235.1141009169893,1.6532125137753437
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-286.6943596362402,746.8643411977614,1.6532125137753437
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-299.6852747327297,741.74708365343,1.8750612633917
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-312.58490279141904,736.4038827619522,1.9030899869919435
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-325.3893144606402,730.8363661140806,2.290034611362518
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-338.09460939255945,725.04622962932,2.4471580313422194
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-350.696917431262,719.0352370393335,2.4471580313422194
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-363.1923997916374,712.8052193506943,2.45484486000851
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-375.5772502287127,706.3580742871414,2.406540180433955
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-387.8476961970696,699.6957657115166,2.3324384599156054
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-399.99999999999983,692.820323027551,2.278753600952829
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-412.0304599280434,685.7338405616898,2.2041199826559246
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-423.9354113865638,678.4384769251409,2.161368002234975
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-435.71122801202165,670.9364543563393,2.1760912590556813
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-447.35432277659737,663.2300580440334,2.1760912590556813
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-458.8611490808369,655.3216354311934,2.2041199826559246
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-470.2282018339784,647.2135954999579,2.255272505103306
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-481.4520185216387,638.9084080378342,2.406540180433955
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-492.52918026052663,630.4086028853776,2.568201724066995
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-503.45631283986984,621.7167691655768,2.531478917042255
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-514.2300877492315,612.8355544951825,2.4913616938342726
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-524.8472231924057,603.7676641782177,2.591064607026499
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-535.3044850870866,594.5158603819154,2.6334684555795866
102.8,0.46,6.06,0.4861,331.86,754.0,29.2,1.91,-31.13,0,0,0,1,0,0,0,-545.5986880499987,585.0829612953364,2.6020599913279625
